Date,Username,Content,Mentions
"2023-01-29,13:46:15",big papa,Hello,
"2023-01-29,13:46:15",big papa,This Friday,
"2023-01-28,21:56:56",big papa,SUPPLEMENTAL DONE,
"2023-01-28,21:01:46",big papa,so don’t be mean it was very sad 😡,
"2023-01-28,21:01:25",big papa,she died 🥲,
"2023-01-28,20:55:01",big papa,put some respect on her name Robert 😐,~~Wild~~#5104
"2023-01-28,20:45:59",big papa,What’s a better sob story,
"2023-01-28,20:45:56",big papa,"@everyone should I write more about my family in North Korea and my grandpa that escaped and became a doctor, or how my grandma had a brain aneurysm and I was alongside her taking care of her for weeks during covid because there was a shortage in nurses at that time",
"2023-01-28,20:33:43",big papa,keep watching king,
"2023-01-28,20:33:36",big papa,😐,
"2023-01-28,20:33:33",big papa,<@443274224505716741> whose sanji,jettaquino#4967
"2023-01-28,20:31:45",big papa,yes,
"2023-01-28,20:31:42",big papa,that’s such a slay,MvPain#4262
"2023-01-28,20:30:11",big papa,yay then we can watch one piece and make kimchi 🙆🏻‍♀️,
"2023-01-28,20:29:51",big papa,YES,
"2023-01-28,20:29:49",big papa,AM I??? ALWAYS,MvPain#4262
"2023-01-28,20:27:49",big papa,But if u need it u can put blankets n stuff on it and it’s real comfy,
"2023-01-28,20:27:37",big papa,I have like 6 of them cu we go camping a lot lol,
"2023-01-28,20:27:26",big papa,Do u want to borrow my air mattress?,
"2023-01-28,20:27:16",big papa,<@176517621951365120> do u have a bed btw,MvPain#4262
"2023-01-28,20:25:17",big papa,I think I won’t use it 😂😂😂,
"2023-01-28,20:25:13",big papa,I’m scared,
"2023-01-28,20:23:22",big papa,I’m keeping it short,
"2023-01-28,20:23:10",big papa,No limit lol,MvPain#4262
"2023-01-28,20:22:50",big papa,Oki !,
"2023-01-28,20:22:48",big papa,Perfect,
"2023-01-28,20:22:46",big papa,mmmmmmmm,
"2023-01-28,20:22:28",big papa,I scared,
"2023-01-28,20:22:26",big papa,I’m obvi gonna rewrite and change words and add my own experiences and use it as a frame but like,
"2023-01-28,20:22:06",big papa,Like am I gonna get caught,
"2023-01-28,20:22:01",big papa,Is it gonna fuck me over,
"2023-01-28,20:20:59",big papa,🤭,
"2023-01-28,20:20:55",big papa,Should I use chatgpt to help me write this personal statement for my post bacc apps,
"2023-01-27,20:42:15",big papa,Silly silly <@246124303643312138> <@573586960938172466>,~~Wild~~#5104、Hat Tipper Lady Acquirer#1904
"2023-01-27,20:42:06",big papa,These made me laugh,
"2023-01-27,20:41:57",big papa,I went on Yelp to look at the taco place y’all are going to,
"2023-01-27,14:36:17",big papa,das u,
"2023-01-27,14:36:10",big papa,Jet from avatar,jettaquino#4967
"2023-01-27,14:35:56",big papa,That’s a HUGE one,
"2023-01-27,14:35:53",big papa,Spirt from spirit,
"2023-01-27,14:35:49",big papa,Like the penguin in surfs up,
"2023-01-27,14:35:38",big papa,I was trying to think of like the OG crushes too,
"2023-01-27,14:34:59",big papa,sully 🥰,
"2023-01-27,14:34:46",big papa,bruh ur lying,
"2023-01-27,14:34:22",big papa,bruh,
"2023-01-27,14:34:20",big papa,DIEGO FROM ICE AGE,
"2023-01-27,14:34:15",big papa,Do not playyyyyyyy,
"2023-01-27,14:33:45",big papa,I need to add more I just can’t remember,
"2023-01-27,14:33:27",big papa,actually idk if they count as celebrities,
"2023-01-27,14:33:09",big papa,Y’all wanna see my list of hot celebrities,
"2023-01-26,21:06:25",big papa,make a appt date to donate,
"2023-01-26,21:06:17",big papa,aka,
"2023-01-26,21:06:16",big papa,<@443274224505716741> <@429701532309520404> <@246124303643312138> all yall have platelets so give them to me,~~Wild~~#5104、KFC#2019、jettaquino#4967
"2023-01-26,21:05:55",big papa,oh yeah,
"2023-01-26,20:58:51",big papa,i miss all of you guys,
"2023-01-25,11:43:24",big papa,EW,Hat Tipper Lady Acquirer#1904
"2023-01-25,09:21:38",big papa,https://tenor.com/view/shrek-rotisserie-style-rotisserie-weed-rat-rotisserie-style-gif-21473070,
"2023-01-25,09:21:22",big papa,Come eat it,~~Wild~~#5104
"2023-01-25,09:17:57",big papa,UCI squirrel,
"2023-01-25,09:17:50",big papa,look what I just saw,
"2023-01-24,14:05:11",big papa,Fuck me,
"2023-01-24,14:05:08",big papa,Missed something important cuz it took me an hour to find parking in the assigned parking structure cuz they sell way more spots the we have,
"2023-01-24,14:04:44",big papa,UCI moment,
"2023-01-24,11:17:02",big papa,<@443274224505716741> what what,jettaquino#4967
"2023-01-24,07:48:37",big papa,<@246124303643312138> r u watching,~~Wild~~#5104
"2023-01-22,00:26:24",big papa,spiral fmu after uzumaki,
"2023-01-21,23:43:41",big papa,damn,MvPain#4262
"2023-01-21,19:09:43",big papa,pls lmk 🥲,
"2023-01-21,13:15:10",big papa,"I think it’s about $100 for a ticket tho, trynna see if I can get the Costco deal where it’s 3 tickets for $130",
"2023-01-21,13:14:40",big papa,"Idk sometime this month or next month? It just opened 

At universal studios Hollywood",KFC#2019
"2023-01-21,12:47:35",big papa,I want to go,
"2023-01-21,12:47:32",big papa,Anyone wanna go Super Nintendo world,
"2023-01-20,22:26:00",big papa,it’s coming back,
"2023-01-20,22:25:55",big papa,penis envy,
"2023-01-20,22:22:18",big papa,😐,KFC#2019
"2023-01-20,22:22:03",big papa,drink more water even when I’m not catching u drinking 800 soda tea boba coffees,
"2023-01-20,22:20:51",big papa,I’m just saying drink more water 💀,
"2023-01-20,22:20:44",big papa,No u can have ur coffee,
"2023-01-20,21:52:43",big papa,Drink more water,jettaquino#4967
"2023-01-20,12:21:43",big papa,I cook I cook 👩‍🍳,
"2023-01-20,12:21:38",big papa,One of these days we should do a steak and wine night @ Jett’s 😮‍💨,
"2023-01-19,22:10:44",big papa,<@246124303643312138> ace yet?,~~Wild~~#5104
"2023-01-19,22:09:38",big papa,Ace build but without his toothpick legs,KFC#2019
"2023-01-19,22:09:22",big papa,wifey shit 💅🏻,
"2023-01-19,22:09:15",big papa,Shit on ur besties partner and say they should just date u instead,
"2023-01-19,22:08:57",big papa,Also this is the best friends job,
"2023-01-19,22:08:49",big papa,It’s not adding up,
"2023-01-19,22:08:32",big papa,I’m not saying sahars bf is the ugliest human in the world but cmon,
"2023-01-19,22:06:50",big papa,She would,~~Wild~~#5104
"2023-01-19,22:05:15",big papa,u telling me he wasn’t?,KFC#2019
"2023-01-19,22:04:45",big papa,my girl a 12/10,
"2023-01-19,22:04:39",big papa,have u seen him?,
"2023-01-19,22:04:32",big papa,absolutley,KFC#2019
"2023-01-19,22:02:22",big papa,Yea she’s coo like that,~~Wild~~#5104
"2023-01-19,22:02:09",big papa,He was a halfie looks a lot like my friend Sahars bf but lankier and balder with pubic hair eyebrows,KFC#2019
"2023-01-19,21:59:06",big papa,FUCKING UGLY,KFC#2019
"2023-01-19,21:58:16",big papa,She’s Filipino,
"2023-01-19,20:44:40",big papa,I’m gonna invite her to hang sometime maybe,
"2023-01-19,20:44:13",big papa,One of my non UCI baddie friends is newly single guys 🙆🏻‍♀️,
"2023-01-19,14:28:00",big papa,😂😂😂,
"2023-01-19,14:27:57",big papa,Eating Lunch in my car is sad,
"2023-01-19,12:23:59",big papa,It’s interesting af,
"2023-01-19,12:23:54",big papa,actual GOATED class,
"2023-01-19,12:23:49",big papa,Philosophy of sex,KFC#2019
"2023-01-19,11:10:35",big papa,now I can never go back 😂,
"2023-01-19,11:10:30",big papa,bruh,
"2023-01-19,11:10:28",big papa,he just grabbed my arm and was like “hey ur in this class!?” And I deadass said “No I think I’m in the wrong place” and left 💀,
"2023-01-19,11:09:58",big papa,<@443274224505716741> Anthony is in my mf class bro,jettaquino#4967
"2023-01-19,11:09:40",big papa,Y’all I’m not going to this class anymore cuz I hate a mf in it,
"2023-01-19,09:50:24",big papa,my first one in like 2 weeks,
"2023-01-19,09:50:18",big papa,im already studying for my midterm,
"2023-01-19,09:50:10",big papa,yall,
"2023-01-19,06:48:57",big papa,Kade Chang,
"2023-01-19,06:48:40",big papa,😂😂😂😂,aamindehkordi#1473
"2023-01-18,20:10:20",big papa,Ew why does the color look so bad,
"2023-01-18,14:58:00",big papa,Do it,
"2023-01-18,14:57:44",big papa,@everyone,
"2023-01-17,20:45:03",big papa,AHAHAHAHAHAHAHA,~~Wild~~#5104
"2023-01-17,20:44:56",big papa,Nice boy,
"2023-01-17,20:44:52",big papa,Awwww,
"2023-01-17,19:41:54",big papa,This one is fun,
"2023-01-17,19:41:49",big papa,https://ktestone.com/kapable.github.io/dringkingHabitEng/,
"2023-01-17,19:41:46",big papa,I don’t think so,
"2023-01-17,19:38:40",big papa,Am I gay test 💀,jettaquino#4967
"2023-01-17,19:38:25",big papa,y’all the same omg,
"2023-01-17,19:38:23",big papa,LOLLLLL,
"2023-01-17,19:36:13",big papa,No,
"2023-01-17,19:11:38",big papa,TAKE IT,
"2023-01-17,19:11:30",big papa,But I genuinley am curious what y’all get 🙈,
"2023-01-17,19:11:18",big papa,Usually I would send this to a group of my gal pals so we can giggle bout it after,
"2023-01-17,19:10:58",big papa,https://ktestone.com/kapable.github.io/smileColorTestEng/,
"2023-01-17,19:10:55",big papa,So u have to be them,
"2023-01-17,19:10:45",big papa,I don’t have any girl friends,
"2023-01-17,19:10:40",big papa,guys,
"2023-01-17,15:54:33",big papa,ugh i was so dumb in HS,
"2023-01-17,15:54:27",big papa,LOLLLLLLLL,
"2023-01-17,15:54:24",big papa,and failed Zoology,
"2023-01-17,15:54:20",big papa,how the fuck did i get an A in honors chemistry,
"2023-01-17,15:54:12",big papa,look at this,
"2023-01-17,15:53:27",big papa,my hooligan highschool dumbass,
"2023-01-17,15:53:18",big papa,the way i passed that class in HS with a 70%,
"2023-01-17,15:53:04",big papa,bruh,
"2023-01-17,15:53:03",big papa,but if we did it in HS and got a C or better then we dont have to do it here,
"2023-01-17,15:52:51",big papa,is history,
"2023-01-17,15:52:48",big papa,so one of my requirments to graduate,
"2023-01-17,15:52:39",big papa,you guys,
"2023-01-17,15:48:46",big papa,this looks so sketch,
"2023-01-17,15:48:39",big papa,Juju pump???? Lmfaoooooo,
"2023-01-17,14:54:01",big papa,YAAAAA,
"2023-01-17,14:53:31",big papa,Boomin,
"2023-01-17,14:53:24",big papa,My ego rn,
"2023-01-17,14:53:21",big papa,I can hip thrust 4x8 225lbs,
"2023-01-17,14:53:10",big papa,Someone stand on me next time I do a hip thrust,
"2023-01-17,12:38:50",big papa,Omgggg this is soooooo cuteeee,aamindehkordi#1473
"2023-01-17,11:42:03",big papa,I’m anticipating that the magic gonna happen when I’m at the gym,
"2023-01-17,11:41:38",big papa,Nothing grumbling yet,
"2023-01-17,11:41:33",big papa,Not yet,
"2023-01-17,11:23:23",big papa,💀💀💀,
"2023-01-17,11:22:36",big papa,This is a pic of me mid chewing my 7th boiled egg,
"2023-01-17,11:22:22",big papa,Too hungry I went to the dining hall,
"2023-01-17,10:16:46",big papa,HAHAHAHAHHA,
"2023-01-17,10:12:34",big papa,https://tenor.com/view/beastars-haru-eating-fast-meme-gif-26249441,
"2023-01-17,10:12:06",big papa,party,
"2023-01-17,10:11:53",big papa,who is coming to my grad partu,
"2023-01-17,10:11:47",big papa,so,
"2023-01-17,10:10:43",big papa,i dont wanna lose my spot then hit another car,
"2023-01-17,10:10:29",big papa,parking at uci is shit,
"2023-01-17,10:10:04",big papa,no i dont wanna drive there lol,
"2023-01-17,10:09:18",big papa,jett between 12:30-2,
"2023-01-17,10:09:10",big papa,https://tenor.com/view/zoro-rononora-zoro-one-piece-practice-weightlifting-gif-14578573,
"2023-01-17,10:08:28",big papa,period,
"2023-01-17,10:08:19",big papa,oh never mind lmfaoooo,
"2023-01-17,10:07:47",big papa,so das up to u lol,
"2023-01-17,10:07:42",big papa,idk  im free like for 6 hours after this class,jettaquino#4967
"2023-01-17,10:06:27",big papa,LOLLLLL,~~Wild~~#5104
"2023-01-17,10:05:38",big papa,<@443274224505716741> r u busy,jettaquino#4967
"2023-01-17,10:05:14",big papa,TAKE THAT DOWN LOL,
"2023-01-17,10:02:21",big papa,N O,
"2023-01-17,10:02:18",big papa,at concordia?,
"2023-01-17,10:02:09",big papa,donde,
"2023-01-17,10:01:51",big papa,this is a UCI moment,
"2023-01-17,10:01:46",big papa,so now i have a gap from 10:50am-4:00pm,
"2023-01-17,10:01:27",big papa,2 of my classes were cancelled,
"2023-01-17,10:01:20",big papa,bruh,
"2023-01-17,09:50:25",big papa,Fat bitch shit,
"2023-01-17,09:50:16",big papa,I’m so hungry in my class guys I’m marking the fuck outta scrambled eggs and turkey bacon and brocolli while watching the atrocities on video,
"2023-01-17,09:49:40",big papa,😂😂😂😂,
"2023-01-17,09:42:11",big papa,one of these days I wanna dna test myself to see if I’m 100% Korean,
"2023-01-17,09:41:54",big papa,💀,
"2023-01-17,09:41:51",big papa,COMFORT WOMEN,
"2023-01-17,09:40:35",big papa,But now I’m learning,
"2023-01-17,09:40:32",big papa,idrk deets of Filipino shi,
"2023-01-17,09:40:21",big papa,I know that I just know korea shit with them,
"2023-01-17,09:38:49",big papa,And by y’all I mean <@429701532309520404>,KFC#2019
"2023-01-17,09:38:42",big papa,Y’all were on goblin mode,
"2023-01-17,09:38:33",big papa,Not me finding out atrocities of Japan on literally everyone,
"2023-01-17,09:37:55",big papa,I’m taking a Filipino American history class,
"2023-01-16,22:52:34",big papa,EWWWWWWW,~~Wild~~#5104
"2023-01-16,22:52:24",big papa,This abstract cat shirt had the biggest chokehold on me,
"2023-01-16,22:50:44",big papa,Why,~~Wild~~#5104
"2023-01-16,22:49:30",big papa,I fucking love this video Hollup imma show Shannon,~~Wild~~#5104
"2023-01-16,22:44:08",big papa,bro chill I used to tan fast 💀💀💀,
"2023-01-16,22:40:40",big papa,Hell fire,
"2023-01-16,22:32:36",big papa,I LOVE THIS ONE,~~Wild~~#5104
"2023-01-16,22:02:25",big papa,Jk my dad said I used to look like the ugly version of the Asian kid in goonies,
"2023-01-16,22:01:48",big papa,🙈,
"2023-01-16,22:01:45",big papa,Idk why everyone laughing i just said to look,
"2023-01-16,22:00:33",big papa,Look at this,
"2023-01-16,21:24:58",big papa,Dumb bitch,
"2023-01-16,21:21:07",big papa,Miss wednesday,
"2023-01-16,20:53:48",big papa,I just fucking hated her,
"2023-01-16,20:53:44",big papa,Not really,
"2023-01-16,20:53:42",big papa,Finna meet the Juno of this arc soon,
"2023-01-16,20:53:02",big papa,papi chulo,
"2023-01-16,20:52:58",big papa,<@246124303643312138> isn’t smoker so like,~~Wild~~#5104
"2023-01-16,17:53:37",big papa,And then my dad banned Selena Gomez and grounded me,
"2023-01-16,17:53:26",big papa,And then my parents came to this parents night thing and saw it,
"2023-01-16,17:53:14",big papa,And I put Selena gomez,
"2023-01-16,17:53:08",big papa,My grandpa,
"2023-01-16,17:53:05",big papa,My dad,
"2023-01-16,17:53:03",big papa,Martin Luther,
"2023-01-16,17:53:00",big papa,And everyone wrote like,
"2023-01-16,17:52:57",big papa,So in 2nd grade I had this assignment that made me list my biggest hero and we drew them,
"2023-01-16,17:52:07",big papa,Yea,
"2023-01-16,17:52:05",big papa,Omg,jettaquino#4967
"2023-01-16,14:32:10",big papa,LOLLLLLLLL,
"2023-01-16,14:29:23",big papa,The gay guy?,
"2023-01-16,14:29:17",big papa,😂😂😂,
"2023-01-16,14:28:51",big papa,*🙆🏻‍♀️🙆🏻‍♀️🥳,
"2023-01-16,14:28:47",big papa,Oh fuck,
"2023-01-16,14:28:38",big papa,THE BOYSSSSS 🙆🏻‍♀️🙆🏻‍♀️😐,
"2023-01-16,14:28:29",big papa,Awwwww,
"2023-01-16,13:41:00",big papa,Jett is still dead,
"2023-01-16,13:01:11",big papa,If ur still in Cali u come too lololol,MvPain#4262
"2023-01-16,13:00:56",big papa,But just letting u guys know ! If ur busy that’s okay tho 🙆🏻‍♀️,
"2023-01-16,13:00:42",big papa,"So if u can keep late March open that would be cool if u guys could come ! My mom is making a lot of Korean food and it’ll be nice, prob jus for lunch and maybe we can all leave and hang for dinner",
"2023-01-16,12:59:44",big papa,but my parents wanted to invite you guys to come too,
"2023-01-16,12:59:33",big papa,I’m gonna have a grad party at my house and my grandparents and cousins n uncles and aunts are coming,
"2023-01-16,12:59:06",big papa,I’m graduating March 24,
"2023-01-16,12:58:52",big papa,@everyone,
"2023-01-16,12:58:48",big papa,Oh yeah,
"2023-01-16,12:29:54",big papa,I had brown rice tho cuz I’m on the cut 💀 so I’ll have it with white rice next time,
"2023-01-16,12:29:30",big papa,And then I mixed it with my rice,
"2023-01-16,12:29:24",big papa,So I did,
"2023-01-16,12:29:22",big papa,And the girl said to make is hella frothy,
"2023-01-16,12:29:15",big papa,I watched a video,
"2023-01-16,12:29:12",big papa,I did after taking the pic,KFC#2019
"2023-01-16,12:25:05",big papa,But it wasn’t gross tasting,
"2023-01-16,12:24:56",big papa,Yea it looks like someone came in my baked beans,
"2023-01-16,12:24:36",big papa,But it also didn’t wow me,
"2023-01-16,12:24:30",big papa,I ate the whole thing,
"2023-01-16,12:24:27",big papa,it wasn’t awful or anything,
"2023-01-16,12:24:22",big papa,not good,
"2023-01-16,12:24:21",big papa,not bad,
"2023-01-16,12:24:19",big papa,Ok natto thoughts,
"2023-01-16,12:00:21",big papa,<@657834634205200395>,aamindehkordi#1473
"2023-01-16,12:00:01",big papa,His blue what,
"2023-01-16,11:00:38",big papa,I’m gonna update everyone if it’s balls or good,
"2023-01-16,11:00:26",big papa,Imma eat it for lunch,
"2023-01-16,11:00:22",big papa,<@429701532309520404> I bought natto,KFC#2019
"2023-01-16,10:57:42",big papa,Jett is dead tired,
"2023-01-16,00:35:26",big papa,Brothers,
"2023-01-16,00:35:24",big papa,Omg,
"2023-01-15,23:05:00",big papa,stay hydrated !!!,
"2023-01-15,23:04:09",big papa,hope you all are having fun hehe,
"2023-01-15,23:04:02",big papa,hi friends !!! :-))),
"2023-01-15,22:18:50",big papa,night is still young 🙆🏻‍♀️,
"2023-01-15,22:18:43",big papa,well I guess it’s only 10:18,
"2023-01-15,22:18:27",big papa,Why are y’all’s text still understandable,
"2023-01-15,20:46:07",big papa,HAVE FUN U GUYS 🙆🏻‍♀️🤍🤍🥳🥳,
"2023-01-15,20:46:00",big papa,MAKE MEMORIES :-))) !!!,
"2023-01-15,20:45:55",big papa,STAY SAFE AND WARM IN THE RAIN !!,
"2023-01-15,20:45:48",big papa,TAKE ALOT OF PICTURES !!!,
"2023-01-15,19:37:57",big papa,Keep it ! Ik u work hard for ur money,
"2023-01-15,19:37:48",big papa,Ur good !!,
"2023-01-15,19:37:33",big papa,no it’s okay it wasn’t that much,
"2023-01-15,19:37:25",big papa,yayyy !!!,
"2023-01-15,19:37:22",big papa,I’m glad u guys could eat hehehe,aamindehkordi#1473
"2023-01-15,19:36:57",big papa,Also ur welcome !! :-))),~~Wild~~#5104
"2023-01-15,19:20:31",big papa,Look like this guy 😂😂😂,
"2023-01-15,19:20:23",big papa,https://tenor.com/view/scream-extractor-monster-inc-gif-19584298,
"2023-01-15,19:20:06",big papa,oh wow,KFC#2019
"2023-01-15,19:01:05",big papa,I wasn’t sure,
"2023-01-15,19:00:56",big papa,Was there enough,
"2023-01-15,15:53:28",big papa,Get ready to go,
"2023-01-15,15:53:23",big papa,Don’t lag,
"2023-01-15,15:53:21",big papa,Today,KFC#2019
"2023-01-15,15:48:56",big papa,"🎂 KINJOS 21ST BIRTHDAY 🎂 

♡ Where: Jett’s House (122 Walking Stick, Irvine, CA 92618) 

♡ What to bring: yourself, maybe a gift, warm attire, and whatever you wanna to get faded than a hoe with. (***ALSO IF YOU ARE SLEEPING OVER BRING STUFF YOU NEED) 

♡ Time: 6pm-??? (However long)

♡ When: January 15, 2023 (Sunday)

♡ Please bring any snacks, desserts, alcohol, or anything you guys want to unwind 🙂

ALSO KATE BOUGHT A BUNCH OF FOOD:
Panda Express:
- Orange Chicken x 3
- Beijing Beef x 2
- Honey Walnut Shrimp x1
- Chow Mein x 3
- Fried Rice x 1
- Egg rolls x12
(there’s enough food for dinner and then when u all get munchies (which I accounted for HAHA))",
"2023-01-15,13:49:38",big papa,Ok nevermind I’m gonna decide myself,
"2023-01-15,13:44:16",big papa,So y’all can eat PRIOR and chill and pregame for the night,
"2023-01-15,13:44:01",big papa,Ordering it to Jett’s house,
"2023-01-15,13:43:56",big papa,Like,
"2023-01-15,13:43:55",big papa,I said I’m PAYING for it,
"2023-01-15,13:43:50",big papa,Bruh,Hat Tipper Lady Acquirer#1904
"2023-01-15,13:31:43",big papa,That was not a valuable contribution to my question,Hat Tipper Lady Acquirer#1904
"2023-01-15,13:31:31",big papa,Just lmk cuz that’s my birthday gift lol,
"2023-01-15,13:31:11",big papa,Y’all have options,
"2023-01-15,13:31:07",big papa,Mexican food is cool too,
"2023-01-15,13:30:45",big papa,<@853858084866621480> <@443274224505716741> <@246124303643312138> <@657834634205200395> <@573586960938172466> ^^^ respond,jettaquino#4967、IsaacM#8081、~~Wild~~#5104、aamindehkordi#1473、Hat Tipper Lady Acquirer#1904
"2023-01-15,13:30:26",big papa,😐,
"2023-01-15,13:29:45",big papa,"I’ll shoot some options:

Panda Express
Chicken (Korean fried chicken, Dave’s, canes, Popeyes, idk whatever y’all want)
Italian? (Like pizza or cpk or pasta idk)
Japanese (like sushi or udon or ramen or curry?)
Indian food ? 
Mediterranean ?
Fast food? (Taco Bell? Burgers?)",
"2023-01-15,13:27:14",big papa,What do y’all want for dinner,
"2023-01-15,13:27:07",big papa,Kinjo indecisive,
"2023-01-15,13:27:02",big papa,Okay,
"2023-01-14,21:54:43",big papa,"It’s really good tho, interesting",
"2023-01-14,21:54:30",big papa,Everyone is there for the moms,
"2023-01-14,21:54:25",big papa,But like,
"2023-01-14,21:54:23",big papa,The younger cast has pretty people too,
"2023-01-14,21:52:23",big papa,Milfs,
"2023-01-14,21:52:22",big papa,U might like it cuz all the main females r like,
"2023-01-14,21:52:04",big papa,It’s really fun,
"2023-01-14,21:52:00",big papa,I watched sky castle recently,
"2023-01-14,21:51:36",big papa,oh sorry I’m retarded 💀,
"2023-01-14,21:45:34",big papa,I’m rewatching,
"2023-01-14,21:45:30",big papa,But it’s very fun,
"2023-01-14,21:45:27",big papa,Idk if she’s ur standard,
"2023-01-14,21:45:23",big papa,It’s so fun,
"2023-01-14,21:45:20",big papa,U should watch reply 1988,
"2023-01-14,21:25:42",big papa,does anyone watch Korean drama,
"2023-01-14,21:23:40",big papa,Chloe is tired of one piece rn <@429701532309520404> still on enies lobby,KFC#2019
"2023-01-14,21:21:06",big papa,<@246124303643312138> legs for days am I right or what,~~Wild~~#5104
"2023-01-14,21:20:26",big papa,WAHHHHHHH,KFC#2019
"2023-01-14,20:36:53",big papa,And with black soybean natto,
"2023-01-14,20:36:31",big papa,She like melted it on it and it looked interesting,
"2023-01-14,20:35:59",big papa,With cheese,
"2023-01-14,20:35:57",big papa,I saw this video of this Korean girl eating it,
"2023-01-14,20:26:46",big papa,I’m gonna see if they have it at Korean market lol,
"2023-01-14,20:26:36",big papa,oki,
"2023-01-14,20:25:16",big papa,I always see those in videos with the natto,
"2023-01-14,20:25:07",big papa,The yellow packet,
"2023-01-14,20:25:04",big papa,Is it mustard,
"2023-01-14,20:25:01",big papa,Mustard,
"2023-01-14,20:24:58",big papa,Uh,
"2023-01-14,20:24:57",big papa,Do u put that thing,
"2023-01-14,20:24:17",big papa,teach me,KFC#2019
"2023-01-14,20:24:07",big papa,I’m gonna make <@443274224505716741> try too,jettaquino#4967
"2023-01-14,20:24:01",big papa,I’m gonna look for it next time I go to the market,
"2023-01-14,20:23:48",big papa,I want to try it,
"2023-01-14,20:11:27",big papa,I want to try it,
"2023-01-14,20:11:24",big papa,Have u guys tried natto,
"2023-01-14,19:07:14",big papa,Isn’t the quality lowkey nice,~~Wild~~#5104
"2023-01-14,19:07:02",big papa,Ik isn’t it so nice,KFC#2019
"2023-01-14,19:01:30",big papa,EWWWWWWW,
"2023-01-14,12:02:43",big papa,jumpscare,
"2023-01-14,12:02:38",big papa,WAHHHHH AHAHAHHAHAHA,aamindehkordi#1473
"2023-01-14,08:57:13",big papa,Is actually pretty good !,
"2023-01-14,08:57:06",big papa,This,aamindehkordi#1473
"2023-01-13,21:08:25",big papa,but maybe soon we can do another thing at Jett’s house and I’ll cook stuff from the sanji cookbook and we can force everyone to watch one piece,
"2023-01-13,21:07:46",big papa,<@429701532309520404> I’m busy this weekend so I can’t come to ur celebrations whatever they are doing :-((((,KFC#2019
"2023-01-13,21:05:21",big papa,Get money and good karma points,
"2023-01-13,21:05:03",big papa,Donate platelets,
"2023-01-13,12:56:18",big papa,💀💀💀,
"2023-01-13,12:56:14",big papa,My hands are always on my fucking face,
"2023-01-13,12:56:06",big papa,Ok sorry,
"2023-01-13,12:33:05",big papa,Lemme look more,
"2023-01-13,12:31:02",big papa,I have Isaac Hollup,
"2023-01-13,12:23:32",big papa,BAHAHAHHAHAHA,
"2023-01-13,12:23:21",big papa,Lemme pull it up,
"2023-01-13,12:23:18",big papa,Wait u can use this one of me where I look like an egg,
"2023-01-13,11:40:03",big papa,Idk if any of u like it like that tho 😂 but just asking,
"2023-01-13,11:39:51",big papa,I’m gonna make another big batch,
"2023-01-13,11:39:41",big papa,does anyone want me to make them kimchi,
"2023-01-12,22:16:30",big papa,https://tenor.com/view/spongebob-lets-see-how-it-looks-the-gif-7996276,
"2023-01-12,22:16:25",big papa,Idk I think rn they’re more like,
"2023-01-12,22:08:21",big papa,https://tenor.com/view/aladdin-money-prince-gif-9679883,
"2023-01-12,22:08:05",big papa,Get well soon king Ali,
"2023-01-12,22:07:59",big papa,Cutting but on easy mode,aamindehkordi#1473
"2023-01-12,21:24:11",big papa,No,
"2023-01-12,21:23:33",big papa,that sounds German read it again,
"2023-01-12,21:23:25",big papa,WHAT DID HE SAY,
"2023-01-12,21:21:37",big papa,Erwers herd mer ers ern yerrr,
"2023-01-12,21:20:04",big papa,Cerm ert erf ther bler,
"2023-01-12,21:19:49",big papa,Or like a rinner song,
"2023-01-12,21:18:29",big papa,My girl by the temptations,
"2023-01-12,21:17:49",big papa,La vie en rose is good too,
"2023-01-12,21:17:15",big papa,Cant take my eyes off of you,
"2023-01-12,21:17:09",big papa,Uhhh,
"2023-01-12,21:16:59",big papa,Do the one that’s like,
"2023-01-12,21:15:50",big papa,Jk only Nathan sing Spanish,
"2023-01-12,21:15:42",big papa,Sabor a mi,
"2023-01-12,21:15:03",big papa,<@443274224505716741> ^,jettaquino#4967
"2023-01-12,21:14:58",big papa,My cherie amour,
"2023-01-12,17:13:48",big papa,I have no idea if that’s even grammatically right or anything 😂,
"2023-01-12,17:13:28",big papa,私は夕食にカレーを作っています.,
"2023-01-12,17:09:08",big papa,에이아이 짱이야!! 🙆🏻‍♀️,
"2023-01-12,17:07:35",big papa,에이아이가 한국말 잘한다.,
"2023-01-12,17:07:29",big papa,근데…,
"2023-01-12,17:06:14",big papa,"미친놈아 너 누구한테 ""여자"" 그레고 있어?! 말조심해 😒",
"2023-01-12,17:05:57",big papa,LMFAO,
"2023-01-12,17:05:54",big papa,WTF,
"2023-01-12,17:00:57",big papa,I was confused,
"2023-01-12,17:00:54",big papa,haha,
"2023-01-12,17:00:53",big papa,oh ur asking the boys when dinner,
"2023-01-12,17:00:27",big papa,Huh,
"2023-01-12,16:49:12",big papa,🥲,
"2023-01-12,16:12:06",big papa,maybe for hitting a car,
"2023-01-12,16:12:01",big papa,The subject line actually made me think I was getting expelled for no reason,
"2023-01-12,13:41:00",big papa,u should learn Korean it’ll prob be easy for u,
"2023-01-12,13:40:51",big papa,<@429701532309520404> did u read my reply to u,KFC#2019
"2023-01-12,12:26:16",big papa,No I’m gonna cry some more then do my homework 😂😂😂,
"2023-01-12,12:10:44",big papa,I hate driving,
