Date,Username,Content,Mentions
"2023-01-23,03:05:57",KFC,https://tenor.com/view/death-note-gif-25260320,
"2023-01-23,03:05:10",~~Wild~~,Lets rub it in and ask her if she wants a spot in fedora tippers LMAO,
"2023-01-23,03:04:59",KFC,Yeah me and ali were talking about how everyone in that room is wondering how tf we got picked,
"2023-01-23,03:04:22",aamindehkordi,Fax they’re all gonna b like how tf did these bozos get in,
"2023-01-23,03:04:04",aamindehkordi,https://youtu.be/feMRUH35jQo,
"2023-01-23,03:02:16",~~Wild~~,She was literally laughing at us the first audition,
"2023-01-23,03:01:56",~~Wild~~,Ellianas brain is going to explode when she sees that we got picked and she didnt,
"2023-01-23,03:01:17",~~Wild~~,Also,
"2023-01-23,03:01:14",~~Wild~~,Let's FUCKING GO,
"2023-01-23,03:01:06",~~Wild~~,BRUUUUUUHHHHHHHHHH,
"2023-01-22,23:53:16",Hat Tipper Lady Acquirer,Kate when I bring a white girl to the function,
"2023-01-22,23:53:06",Hat Tipper Lady Acquirer,https://tenor.com/view/staring-black-man-staring-black-men-staring-black-men-men-staring-gif-25096788,
"2023-01-22,23:09:55",aamindehkordi,Congrats cat!!!!!,
"2023-01-22,23:09:45",aamindehkordi,Let’s gooooooo,
"2023-01-22,23:09:03",jettaquino,Check your email mf,
"2023-01-22,23:08:55",Hat Tipper Lady Acquirer,lemme see,
"2023-01-22,23:08:52",Hat Tipper Lady Acquirer,LETS FUCKING GOOOOOOOO,
"2023-01-22,23:08:37",jettaquino,SHAN EMAIL,
"2023-01-22,23:08:25",jettaquino,YO W BOZOS !!!,
"2023-01-22,21:39:08",aamindehkordi,Take 6,
"2023-01-22,19:56:31",KFC,https://www.instagram.com/reel/CnpiS44BXHu/?igshid=YmMyMTA2M2Y=,
"2023-01-22,19:56:25",KFC,<@246124303643312138>,~~Wild~~#5104
"2023-01-22,17:38:01",aamindehkordi,"Dear Dr. Shan,

We hope this email finds you well. We wanted to reach out to you regarding the solo audition that we had yesterday. We would like to express our sincerest apologies for not being as prepared as we could have been. Despite the lack of preparation, we put a lot of time and effort into this audition, and we hope that it was evident in our performance.

We are happy to inform you that Ryan will be playing the bass for our group, and although he was not able to record with us today, we are confident that he will figure it out in due time, since, even as you know, Ryan is an excellent musician, and we are lucky to have him as part of our group. We would also like to thank Caterina for beating us into shape and helping us with chords, harmonies, and rhythm (and eventually choreography as well.)

We have attached two videos of our best takes for your consideration. The first one is overall polished, while in the second one, we were less pressured, and some parts are better, while some are not. We wanted to provide you with both videos so you can get a sense of our group's capabilities.

We would also like to mention that we are one of the only male groups auditioning, and we hope that our group adds some diversity to the performance.

We apologize once again but also, thank you for your patience, time, and consideration. We look forward to hearing from you soon.

Sincerely,
The Fedora Tippers Group

Backup links in case the zip file does not send:

Take 1: https://drive.google.com/file/d/1eGlCi79KvPdmDrHyq5cdt1NXMFJ4rTBb/view?usp=sharing

Take 2: https://drive.google.com/file/d/1aKU1x0v6MADEFCNuwNIOUEECFOxL4WOH/view?usp=sharing

Compressed Zip of both: https://drive.google.com/file/d/1aFoxhHB8a9f3A6PCZPcpkfdQNz5NOviE/view?usp=sharing

P.S. I know it says take 1 and 2 but it's more like 56 and 72 lol",
"2023-01-22,17:28:41",jettaquino,Cool,
"2023-01-22,17:28:10",~~Wild~~,It's happening right now,
"2023-01-22,17:25:28",jettaquino,Who's sending it,
"2023-01-22,17:25:20",jettaquino,Shan just texted me that she hasnt gotten a video yet,
"2023-01-22,16:46:34",~~Wild~~,Did u email it yet,
"2023-01-22,16:43:25",aamindehkordi,Lolol,
"2023-01-22,16:43:24",aamindehkordi,L Android,
"2023-01-22,16:43:15",~~Wild~~,ok,
"2023-01-22,16:43:03",aamindehkordi,When I airdropped it to my pc it automatically converted to.mov and the files are now smaller,
"2023-01-22,16:23:44",~~Wild~~,because the files are rediculously big,
"2023-01-22,16:23:34",~~Wild~~,can you export as a 1080p or 720p mp4,
"2023-01-22,16:23:14",aamindehkordi,Ok I can do that on my phone,
"2023-01-22,16:23:05",~~Wild~~,yes,
"2023-01-22,16:22:59",aamindehkordi,"Tell me what u want me to do, should I just trim it?",
"2023-01-22,16:22:51",~~Wild~~,ok,
"2023-01-22,16:22:46",aamindehkordi,I’ll do it,
"2023-01-22,16:22:44",aamindehkordi,It could’ve been corrupted on download or upload,
"2023-01-22,16:22:13",~~Wild~~,its the file itself,
"2023-01-22,16:22:08",~~Wild~~,nothing,
"2023-01-22,16:21:56",aamindehkordi,What r u doing exactly,
"2023-01-22,16:21:53",~~Wild~~,i'll try vlc,
"2023-01-22,16:21:51",aamindehkordi,Otherwise I can do it in my laptop,
"2023-01-22,16:21:45",~~Wild~~,"like in the beginning its fine, but at the end its goofy",
"2023-01-22,16:21:44",aamindehkordi,Vlc also should have support,
"2023-01-22,16:21:36",aamindehkordi,Adobe does,
"2023-01-22,16:21:32",aamindehkordi,No shot,
"2023-01-22,16:21:24",~~Wild~~,the only one that will run hvec is clipchamp (microsoft),
"2023-01-22,16:20:59",aamindehkordi,It shouldn’t be desynced tho what program u using?,
"2023-01-22,16:20:28",aamindehkordi,It’s the efficiency format to save space lol I didn’t wanna record raw,
"2023-01-22,16:20:12",aamindehkordi,Hvec I think,
"2023-01-22,16:16:56",~~Wild~~,ali fuck your phone,
"2023-01-22,16:16:50",~~Wild~~,why is the audio and video desyncing,
"2023-01-22,16:16:27",~~Wild~~,what the fuck are these goofy fucking video files,
"2023-01-22,15:16:09",aamindehkordi,Also shared w u on drive by eagles,
"2023-01-22,15:15:54",aamindehkordi,https://drive.google.com/file/d/1guAm_3RLtVUkUuP2XZZqLdzc30Wun1Zp/view?usp=drivesdk,
"2023-01-22,11:17:57",Hat Tipper Lady Acquirer,Ok I’ll go to percussy room,
"2023-01-22,11:16:56",jettaquino,Carlos and I are in the percussion room,
"2023-01-22,11:15:50",~~Wild~~,Food rn,
"2023-01-22,11:15:26",Hat Tipper Lady Acquirer,You guys at BMC?,
"2023-01-22,10:24:56",Hat Tipper Lady Acquirer,LETS FUCKING GOOOOOOOO,
"2023-01-22,10:24:46",Hat Tipper Lady Acquirer,FINAL WHISTLE,
"2023-01-22,10:24:33",Hat Tipper Lady Acquirer,https://tenor.com/view/gooner-arsenal-gunners-coyg-celebrating-gif-9153654,
"2023-01-22,10:24:10",Hat Tipper Lady Acquirer,https://tenor.com/view/twerk-god-dance-football-gif-17947023,
"2023-01-22,10:23:47",MvPain,Sheesh,
"2023-01-22,10:23:29",~~Wild~~,EZ,
"2023-01-22,10:23:05",~~Wild~~,what',
"2023-01-22,10:22:55",Hat Tipper Lady Acquirer,LETS FUCKING GOOOOOOOOOOOOOOOOOOO,
"2023-01-22,09:50:56",aamindehkordi,I assume we’re gonna lift today later so I’m not gonna shower now,
"2023-01-22,09:50:14",aamindehkordi,Dang I’m omw now that looks good,
"2023-01-22,09:19:01",jettaquino,We’re in the percussion room,
"2023-01-22,08:59:42",jettaquino,No rush,
"2023-01-22,08:59:31",jettaquino,All good,
"2023-01-22,08:55:27",~~Wild~~,Sorry I had to go back because I forgot the guitar stuff. Now I'm heading out,
"2023-01-22,08:49:23",jettaquino,I’ll be there in 15,
"2023-01-22,08:45:37",~~Wild~~,Yeah,
"2023-01-22,08:44:40",MvPain,Is kinjo supposed to be up,
"2023-01-22,08:44:28",MvPain,What time,
"2023-01-22,08:44:21",~~Wild~~,Yeah,
"2023-01-22,08:42:45",MvPain,Are y’all about to practice,
"2023-01-22,08:42:27",aamindehkordi,I j woke up my b,
"2023-01-22,08:41:47",~~Wild~~,Omw up,
"2023-01-22,06:11:03",~~Wild~~,I'm on stage 2,KFC#2019
"2023-01-22,00:26:24",big papa,spiral fmu after uzumaki,
"2023-01-21,23:51:42",KFC,for robby,
"2023-01-21,23:51:38",KFC,https://www.instagram.com/reel/CnHYk-wumiI/?igshid=YmMyMTA2M2Y=,
"2023-01-21,23:43:41",big papa,damn,MvPain#4262
"2023-01-21,23:31:34",aamindehkordi,,
"2023-01-21,23:30:44",Hat Tipper Lady Acquirer,Okie,
"2023-01-21,23:27:51",MvPain,Also wendys nuts fit in ur mouth,
"2023-01-21,23:27:34",MvPain,Side Oder of nigges with bbq,
"2023-01-21,23:27:19",MvPain,Baconator combo with no lettuce tomato onion or mayo Dr Pepper,
"2023-01-21,23:25:50",Hat Tipper Lady Acquirer,What from Wendy’s,
"2023-01-21,23:20:34",MvPain,Or if you see anything open just pull over and I give order,
"2023-01-21,23:19:38",MvPain,Wendy’s ?,
"2023-01-21,23:17:46",Hat Tipper Lady Acquirer,Anything,
"2023-01-21,23:17:44",Hat Tipper Lady Acquirer,Lmk,
"2023-01-21,23:17:43",Hat Tipper Lady Acquirer,Shoot,
"2023-01-21,23:17:36",MvPain,What on the way,
"2023-01-21,23:17:28",Hat Tipper Lady Acquirer,From where,
"2023-01-21,23:17:26",Hat Tipper Lady Acquirer,Depends,
"2023-01-21,23:15:56",MvPain,<@573586960938172466>,Hat Tipper Lady Acquirer#1904
"2023-01-21,23:15:35",MvPain,U wanna pick me something up I’ll duck your meat,
"2023-01-21,23:15:06",Hat Tipper Lady Acquirer,Coming back rn,
"2023-01-21,23:08:57",MvPain,<@573586960938172466> when you cumming home around,Hat Tipper Lady Acquirer#1904
"2023-01-21,22:57:23",~~Wild~~,https://media.discordapp.net/attachments/456352116269907968/1066359094010712174/its-the-drunk-crashers-that-give-us-a-bad-name-v0-ah9pskt0uds91.png,
"2023-01-21,22:33:01",aamindehkordi,https://youtu.be/ImntsoxN9_4 this was the most scripted game of all time but I will say I was entertained for the 60mins that Messi and Ronaldo played,
"2023-01-21,22:32:25",aamindehkordi,I would’ve looked at every one of those If it had been sent on IG,
"2023-01-21,22:25:39",KFC,https://tenor.com/view/sleepy-sparkles-many-colors-you-are-getting-sleepy-gif-17068427,
"2023-01-21,22:24:07",~~Wild~~,https://media.discordapp.net/attachments/456352116269907968/1057198077573861396/fbpTf7R.png?width=810&height=840,
"2023-01-21,22:22:49",KFC,Get insta,~~Wild~~#5104
"2023-01-21,22:20:50",~~Wild~~,https://media.discordapp.net/attachments/456352116269907968/1058388125350641694/beae914a2d736b289f021b2d2a62e1bcfd804b5c.png,
"2023-01-21,22:18:14",~~Wild~~,https://media.discordapp.net/attachments/456352116269907968/1058800861540782202/Screenshot_20220915-213657.jpg?width=810&height=896,
"2023-01-21,22:12:22",~~Wild~~,https://media.discordapp.net/attachments/456352116269907968/1059668170023129149/dfl6jl6-a1131b49-cbee-4bbd-a8cb-290a05e2b564.png?width=810&height=715,
"2023-01-21,22:10:51",KFC,go to bed maybe?,
"2023-01-21,22:08:08",~~Wild~~,https://media.discordapp.net/attachments/456352116269907968/1060385421277802546/20230105_033245.jpg?width=810&height=1114,
"2023-01-21,22:05:39",~~Wild~~,https://media.discordapp.net/attachments/456352116269907968/1060762412644577320/7071191fad7865bda3f544bbf719b37b.png?width=810&height=488,
"2023-01-21,22:01:01",~~Wild~~,https://media.discordapp.net/attachments/456352116269907968/1062266977562931280/20230109_194534.jpg?width=810&height=721,
"2023-01-21,21:59:37",~~Wild~~,https://cdn.discordapp.com/attachments/456352116269907968/1062418167588208740/BD6DD92E-B49B-407B-B142-E42C0A7C6C39.png,
"2023-01-21,21:58:04",~~Wild~~,https://cdn.discordapp.com/attachments/456352116269907968/1062603789879738428/povyou.mp4,
"2023-01-21,21:56:52",~~Wild~~,https://cdn.discordapp.com/attachments/456352116269907968/1062603928820252732/twilight_mord.mp4,
"2023-01-21,19:26:48",MvPain,Ok now wgeee,
"2023-01-21,19:25:55",KFC,go left,
"2023-01-21,19:25:53",KFC,no,
"2023-01-21,19:25:32",MvPain,The studio theater?,
"2023-01-21,19:24:55",KFC,2 buldings. we are at the last one,
"2023-01-21,19:24:44",KFC,walk past the cuc,
"2023-01-21,19:24:07",MvPain,Like the church building,
"2023-01-21,19:23:28",MvPain,I don’t see any,
"2023-01-21,19:23:07",KFC,music,
"2023-01-21,19:22:51",MvPain,Or by the music enterance,
"2023-01-21,19:22:49",KFC,music building,
"2023-01-21,19:22:46",KFC,no,
"2023-01-21,19:22:39",MvPain,Like next to the computer lab,
"2023-01-21,19:22:29",KFC,there's only one set of stairs wym,
"2023-01-21,19:22:15",MvPain,Left or right,
"2023-01-21,19:22:09",MvPain,How,
"2023-01-21,19:22:01",KFC,go downstairs,
"2023-01-21,19:21:26",MvPain,Which thingy y’all in,
"2023-01-21,19:09:43",big papa,pls lmk 🥲,
"2023-01-21,14:07:25",~~Wild~~,If you can get the deal I'll go,
"2023-01-21,13:15:10",big papa,"I think it’s about $100 for a ticket tho, trynna see if I can get the Costco deal where it’s 3 tickets for $130",
"2023-01-21,13:14:40",big papa,"Idk sometime this month or next month? It just opened 

At universal studios Hollywood",KFC#2019
"2023-01-21,12:59:40",KFC,when where,big papa#5892
"2023-01-21,12:48:14",jettaquino,Oooo that sounds fun,
"2023-01-21,12:47:58",Hat Tipper Lady Acquirer,<@246124303643312138>,~~Wild~~#5104
"2023-01-21,12:47:35",big papa,I want to go,
"2023-01-21,12:47:32",big papa,Anyone wanna go Super Nintendo world,
"2023-01-21,09:43:47",jettaquino,Audition it at 4:15,
"2023-01-21,08:55:33",~~Wild~~,I'm omw,
"2023-01-21,08:55:04",jettaquino,We’re in BMC 154,
"2023-01-21,08:54:43",Hat Tipper Lady Acquirer,We close *,
"2023-01-21,08:54:36",Hat Tipper Lady Acquirer,Yeah close,
"2023-01-21,08:54:19",jettaquino,Where are y’all,
"2023-01-21,08:45:15",aamindehkordi,Kyle has not answered his phone,
"2023-01-21,06:57:29",aamindehkordi,Who’s waking them up,
"2023-01-21,06:57:17",aamindehkordi,Yea Kyle and Isaac r alone at the dorm,
"2023-01-21,00:29:15",Hat Tipper Lady Acquirer,So,
"2023-01-21,00:29:14",Hat Tipper Lady Acquirer,I’m not at da dorm,
"2023-01-20,23:20:29",jettaquino,Hopefully,
"2023-01-20,23:20:24",jettaquino,Someone will wake him up,
"2023-01-20,23:20:00",aamindehkordi,Does Kyle know? Aka will he be awake?,
"2023-01-20,23:19:57",jettaquino,Maybe 9 then so it’s not too early,
"2023-01-20,23:19:46",aamindehkordi,Fair enough,
"2023-01-20,23:19:24",jettaquino,I was just thinking we rehearse at that time,
"2023-01-20,23:19:11",jettaquino,Or 4:15,
"2023-01-20,23:19:08",jettaquino,No our slot is at 4:30,
"2023-01-20,23:18:52",aamindehkordi,Slot*,
"2023-01-20,23:18:50",aamindehkordi,There’s no shot that was the latest shot,
"2023-01-20,23:17:37",jettaquino,So 8:30 tomorrow in the BMC?,
"2023-01-20,22:26:00",big papa,it’s coming back,
"2023-01-20,22:25:55",big papa,penis envy,
"2023-01-20,22:23:35",KFC,but fr though imagine peeing out of your butt. L bozo,
"2023-01-20,22:22:18",big papa,😐,KFC#2019
"2023-01-20,22:22:03",big papa,drink more water even when I’m not catching u drinking 800 soda tea boba coffees,
"2023-01-20,22:22:02",KFC,but pee,
"2023-01-20,22:20:51",big papa,I’m just saying drink more water 💀,
"2023-01-20,22:20:44",big papa,No u can have ur coffee,
"2023-01-20,22:14:38",jettaquino,Alrighty no coffee then,
"2023-01-20,22:14:29",jettaquino,TRUE,
"2023-01-20,21:52:43",big papa,Drink more water,jettaquino#4967
"2023-01-20,20:47:58",KFC,matcha boobs,
"2023-01-20,20:47:25",jettaquino,house coffee plz,Teela Pup#8038
"2023-01-20,20:01:39",KFC,yeah,
"2023-01-20,19:34:33",MvPain,Y’all in the lab?,
"2023-01-20,19:03:23",Hat Tipper Lady Acquirer,where did kyle and jett go,
"2023-01-20,19:03:18",Hat Tipper Lady Acquirer,come to lab,
"2023-01-20,19:03:15",Hat Tipper Lady Acquirer,i was just about to say the same thing,
"2023-01-20,17:55:03",MvPain,Where is everyone,
"2023-01-20,17:51:21",jettaquino,BMC 158,
"2023-01-20,17:33:39",aamindehkordi,im j in eagles rn,
"2023-01-20,17:33:36",aamindehkordi,lmk when u guys leave caf,
"2023-01-20,17:31:45",~~Wild~~,I'm on my way to school I'll be there in 15,
"2023-01-20,16:47:58",Hat Tipper Lady Acquirer,Cuz once I start playing I’m not gonna wanna leave,
"2023-01-20,16:47:50",Hat Tipper Lady Acquirer,To soccer,
"2023-01-20,16:47:47",Hat Tipper Lady Acquirer,I’ll probably just not go,
"2023-01-20,16:47:34",jettaquino,Just leave soccer early,
"2023-01-20,16:47:22",Hat Tipper Lady Acquirer,Okie,
"2023-01-20,16:46:44",jettaquino,Play soccer then rehearse after,
"2023-01-20,16:46:10",Hat Tipper Lady Acquirer,<@443274224505716741> what do you think,jettaquino#4967
"2023-01-20,16:45:58",~~Wild~~,"i just finished the chart, and would like to work on harmonies/transitions/feel/etc",
"2023-01-20,16:45:36",~~Wild~~,give me the word and i'll be there,
"2023-01-20,16:45:10",Hat Tipper Lady Acquirer,What do I do 😦,
"2023-01-20,16:45:06",Hat Tipper Lady Acquirer,And I kind of want to rehearse,
"2023-01-20,16:45:01",Hat Tipper Lady Acquirer,I kinda wanna play soccer,
"2023-01-20,16:42:26",jettaquino,But I’m still down to rehearse,
"2023-01-20,16:42:08",~~Wild~~,sure sounds good,
"2023-01-20,16:42:02",jettaquino,He’s down to meet tomorrow before retreat tho,
"2023-01-20,16:41:55",jettaquino,He can’t I just talked to him,
"2023-01-20,16:22:45",~~Wild~~,"ok, someone text carlos, we are meeting in BMC at 5:30 to rehearse",
"2023-01-20,16:22:12",aamindehkordi,I’m at campus I’ll go where I’m lead like a lost dog,
"2023-01-20,16:21:27",~~Wild~~,to rehearse,
"2023-01-20,16:21:20",~~Wild~~,so are we meeting at 5:30 or not,
"2023-01-20,16:16:45",aamindehkordi,Surprise me and I’ll Venmo u 🙂 thank uu,
"2023-01-20,15:55:25",~~Wild~~,i'm good but thank you ❤️,
"2023-01-20,15:23:23",Teela Pup,If you want 7 leaves before choir tomorrow give me your order I will cop it,
"2023-01-20,15:09:49",aamindehkordi,My b,
"2023-01-20,15:09:47",aamindehkordi,That’s essentially every option lolol,
"2023-01-20,15:09:40",aamindehkordi,We can rehearse in front of everyone lololol or even after or before,
"2023-01-20,15:09:21",aamindehkordi,Same,
"2023-01-20,14:59:23",~~Wild~~,im down,
"2023-01-20,14:59:10",jettaquino,So no rehearsal tonight?,
"2023-01-20,13:53:03",jettaquino,Yeah,
"2023-01-20,13:44:16",KFC,yes,
"2023-01-20,13:44:11",Hat Tipper Lady Acquirer,We technically are scheduled for it,
"2023-01-20,13:44:01",Hat Tipper Lady Acquirer,Are we gonna do the Friday night thing tonight,
"2023-01-20,13:40:08",~~Wild~~,im getting on it rn,
"2023-01-20,13:40:04",jettaquino,Jp said he can add more if we need it,
"2023-01-20,13:39:58",jettaquino,Yeah,
"2023-01-20,13:37:03",~~Wild~~,there it is,
"2023-01-20,13:37:00",~~Wild~~,ahhhhh,
"2023-01-20,13:36:14",~~Wild~~,I must have missed it,
"2023-01-20,13:36:03",~~Wild~~,like the score?,
"2023-01-20,13:35:54",jettaquino,Also 5:30 works for me,
"2023-01-20,13:35:39",jettaquino,Or did you want a different one,
"2023-01-20,13:35:32",jettaquino,I sent it in the chat earlier,
"2023-01-20,13:35:01",~~Wild~~,t,
"2023-01-20,13:34:59",~~Wild~~,"also, can you ask JP how the music is coming along, he hasn't sent me anything ye",
"2023-01-20,13:34:36",~~Wild~~,does 5:30 work?,
"2023-01-20,13:34:22",jettaquino,Also are we rehearsing for valentines today boys,
"2023-01-20,13:34:13",jettaquino,Great idea babe,
"2023-01-20,12:21:43",big papa,I cook I cook 👩‍🍳,
"2023-01-20,12:21:38",big papa,One of these days we should do a steak and wine night @ Jett’s 😮‍💨,
"2023-01-20,11:45:02",aamindehkordi,Fax,
"2023-01-20,11:08:46",Hat Tipper Lady Acquirer,Caf?,
"2023-01-20,04:42:59",MvPain,https://www.instagram.com/reel/CnNCHxtp2_S/?igshid=YmMyMTA2M2Y= <@657834634205200395>,aamindehkordi#1473
"2023-01-20,03:14:58",aamindehkordi,Sorry don’t see Insta link,
"2023-01-20,02:26:06",KFC,insta meme,
"2023-01-20,02:25:17",~~Wild~~,https://youtube.com/shorts/QOKHuIj6Zt0?feature=share,
"2023-01-19,22:46:34",aamindehkordi,L bozo back to math,
"2023-01-19,22:46:21",aamindehkordi,That’s Vietnamese right?,
"2023-01-19,22:46:14",aamindehkordi,Wait that’s the wrong thing,
"2023-01-19,22:45:45",aamindehkordi,Nathan’s been craving some pho,
"2023-01-19,22:44:07",aamindehkordi,All urs baby,Hat Tipper Lady Acquirer#1904
"2023-01-19,22:43:53",~~Wild~~,i haven't been doing much besides work rn tbh,
"2023-01-19,22:43:35",~~Wild~~,not yet,big papa#5892
"2023-01-19,22:43:21",aamindehkordi,That’s what I’m saying too,big papa#5892
"2023-01-19,22:10:44",big papa,<@246124303643312138> ace yet?,~~Wild~~#5104
"2023-01-19,22:09:38",big papa,Ace build but without his toothpick legs,KFC#2019
"2023-01-19,22:09:22",big papa,wifey shit 💅🏻,
"2023-01-19,22:09:15",big papa,Shit on ur besties partner and say they should just date u instead,
"2023-01-19,22:08:57",big papa,Also this is the best friends job,
"2023-01-19,22:08:49",big papa,It’s not adding up,
"2023-01-19,22:08:32",big papa,I’m not saying sahars bf is the ugliest human in the world but cmon,
"2023-01-19,22:08:29",KFC,this is the first time in a while I've actually enjoyed a leg workout,
"2023-01-19,22:06:50",big papa,She would,~~Wild~~#5104
"2023-01-19,22:05:48",~~Wild~~,i'll pay,
"2023-01-19,22:05:41",~~Wild~~,can she make a cake with power denji fucking,
"2023-01-19,22:05:15",big papa,u telling me he wasn’t?,KFC#2019
"2023-01-19,22:05:12",~~Wild~~,but...,
"2023-01-19,22:04:45",big papa,my girl a 12/10,
"2023-01-19,22:04:39",big papa,have u seen him?,
"2023-01-19,22:04:32",big papa,absolutley,KFC#2019
"2023-01-19,22:04:23",KFC,you calling sahar's bf ugly?,big papa#5892
"2023-01-19,22:02:22",big papa,Yea she’s coo like that,~~Wild~~#5104
"2023-01-19,22:02:09",big papa,He was a halfie looks a lot like my friend Sahars bf but lankier and balder with pubic hair eyebrows,KFC#2019
"2023-01-19,22:01:59",~~Wild~~,will she*,
"2023-01-19,22:01:53",~~Wild~~,but can she make beastars cake,
"2023-01-19,22:01:39",Hat Tipper Lady Acquirer,Robby you don’t get to suddenly be interested in California women,
"2023-01-19,22:00:27",MvPain,Female Jett let’s gooo,
"2023-01-19,21:59:29",~~Wild~~,can she make beastars cake,
"2023-01-19,21:59:15",KFC,yeah but like what does he look like,
"2023-01-19,21:59:10",Hat Tipper Lady Acquirer,Do she like beaners,
"2023-01-19,21:59:06",big papa,FUCKING UGLY,KFC#2019
"2023-01-19,21:58:48",~~Wild~~,does she like beastars?,
"2023-01-19,21:58:45",KFC,what does the ex look like,
"2023-01-19,21:58:33",Hat Tipper Lady Acquirer,*nathan has entered the chat*,
"2023-01-19,21:58:16",big papa,She’s Filipino,
"2023-01-19,21:35:06",KFC,who,big papa#5892
"2023-01-19,21:33:31",MvPain,Sea if these nuts fit in your mouth,
"2023-01-19,21:30:12",aamindehkordi,Sea of thieves?,
"2023-01-19,20:45:29",aamindehkordi,Do she play Roblox tho,
"2023-01-19,20:44:50",MvPain,https://tenor.com/view/wolf-aoogah-awoogah-awooga-love-gif-19805850,
"2023-01-19,20:44:40",big papa,I’m gonna invite her to hang sometime maybe,
"2023-01-19,20:44:34",MvPain,Woof woof woof,
"2023-01-19,20:44:13",big papa,One of my non UCI baddie friends is newly single guys 🙆🏻‍♀️,
"2023-01-19,18:24:45",aamindehkordi,Ayo?,
"2023-01-19,18:23:41",aamindehkordi,Class,
"2023-01-19,18:23:36",~~Wild~~,Where,
"2023-01-19,18:23:21",aamindehkordi,We going?,
"2023-01-19,18:23:18",aamindehkordi,Robby Kyle,
"2023-01-19,15:40:57",jettaquino,Should we rehearse for valentines tomorrow with drums?,
"2023-01-19,15:10:45",~~Wild~~,sick,
"2023-01-19,14:53:38",KFC,<@246124303643312138> I'm listening to De Meij and this shit is gonna cum if it's not some bozo arrangement. My part sounds dope af,~~Wild~~#5104
"2023-01-19,14:28:00",big papa,😂😂😂,
"2023-01-19,14:27:57",big papa,Eating Lunch in my car is sad,
"2023-01-19,12:30:53",jettaquino,We’re in the caf,
"2023-01-19,12:23:59",big papa,It’s interesting af,
"2023-01-19,12:23:54",big papa,actual GOATED class,
"2023-01-19,12:23:49",big papa,Philosophy of sex,KFC#2019
"2023-01-19,12:17:01",Hat Tipper Lady Acquirer,Ok I’ll chill outside of caf for now,
"2023-01-19,12:16:05",jettaquino,Isaac and I out 12:30,
"2023-01-19,12:15:56",KFC,what class lmao,big papa#5892
"2023-01-19,12:15:49",KFC,yeah,
"2023-01-19,12:15:40",~~Wild~~,i cant today,
"2023-01-19,12:15:25",Hat Tipper Lady Acquirer,Caf?,
"2023-01-19,11:10:35",big papa,now I can never go back 😂,
"2023-01-19,11:10:30",big papa,bruh,
"2023-01-19,11:10:28",big papa,he just grabbed my arm and was like “hey ur in this class!?” And I deadass said “No I think I’m in the wrong place” and left 💀,
"2023-01-19,11:09:58",big papa,<@443274224505716741> Anthony is in my mf class bro,jettaquino#4967
"2023-01-19,11:09:40",big papa,Y’all I’m not going to this class anymore cuz I hate a mf in it,
"2023-01-19,10:48:12",MvPain,Let’s pretend the game is not iconic I guess,
"2023-01-19,10:47:48",Hat Tipper Lady Acquirer,Aka 0,
"2023-01-19,10:47:46",Hat Tipper Lady Acquirer,Do i need to remind you of the importance,
"2023-01-19,10:47:24",KFC,<@573586960938172466> I thought you said messi ronaldo magch was gonna be bad,Hat Tipper Lady Acquirer#1904
"2023-01-19,10:35:59",KFC,bruh if mf Hasan has time for One Piece you got no excuse,
"2023-01-19,10:35:46",KFC,https://youtu.be/tKTDBqQna9E,
"2023-01-19,09:50:24",big papa,my first one in like 2 weeks,
"2023-01-19,09:50:18",big papa,im already studying for my midterm,
"2023-01-19,09:50:10",big papa,yall,
"2023-01-19,06:48:57",big papa,Kade Chang,
"2023-01-19,06:48:40",big papa,😂😂😂😂,aamindehkordi#1473
"2023-01-19,01:06:13",~~Wild~~,https://tenor.com/view/ben-shapiro-love-masturbate-jerking-off-jerking-gif-15272010,
"2023-01-19,01:05:48",aamindehkordi,honestly u mightve came w all the cat stuff,
"2023-01-19,01:05:33",aamindehkordi,u shoulda came to the movie,
"2023-01-19,01:05:30",~~Wild~~,what is that,
"2023-01-19,01:05:22",~~Wild~~,bruh,
"2023-01-19,00:55:01",~~Wild~~,he turned indian,
"2023-01-19,00:54:57",~~Wild~~,what the fuck,
"2023-01-19,00:54:45",~~Wild~~,ok i can see it,
"2023-01-19,00:54:38",~~Wild~~,ohhhhhhh,
"2023-01-19,00:54:30",aamindehkordi,lmao thats supposed to be kate,~~Wild~~#5104
"2023-01-19,00:54:02",~~Wild~~,kyle looks like an absolute chad,
"2023-01-19,00:53:51",~~Wild~~,"I love that i'm always wearing flannel, thanks farmer robby",
"2023-01-19,00:51:34",~~Wild~~,I look like a racist GTA side character,
"2023-01-18,23:41:57",KFC,choir photos,
"2023-01-18,20:25:32",KFC,<@657834634205200395> what is the pawn game called,aamindehkordi#1473
"2023-01-18,20:24:30",~~Wild~~,Bruh that looks dank as fuck,
"2023-01-18,20:10:20",big papa,Ew why does the color look so bad,
"2023-01-18,18:49:42",KFC,ok,
"2023-01-18,18:47:29",Hat Tipper Lady Acquirer,Come to BMC percussion room,
"2023-01-18,18:32:57",jettaquino,Kyle get over here,
"2023-01-18,18:28:04",Hat Tipper Lady Acquirer,😳,
"2023-01-18,18:28:02",Hat Tipper Lady Acquirer,Coming,
"2023-01-18,18:25:09",Hat Tipper Lady Acquirer,Ali and I are losing our minds,
"2023-01-18,18:23:46",jettaquino,Where y’all at,
